secteur;langue;nom_produit;prix_unitaire;unite;etiquette_unite;type
watchmaking;nl;Automatisch uurwerk;180.0;st;stuk;produit
watchmaking;en;Automatic movement;180.0;pc;piece;produit
watchmaking;de;Automatikwerk;180.0;st;stück;produit
watchmaking;nl;Vervangende wijzerplaat;55.0;st;stuk;produit
watchmaking;en;Replacement dial;55.0;pc;piece;produit
watchmaking;de;Ersatzzifferblatt;55.0;st;stück;produit
watchmaking;nl;Volledige revisie;120.0;st;pakket;service
watchmaking;en;Complete service;120.0;pc;package;service
watchmaking;de;Komplette Revision;120.0;st;paket;service
watchmaking;nl;Batterij vervangen;15.0;st;service;service
watchmaking;en;Battery replacement;15.0;pc;service;service
watchmaking;de;Batteriewechsel;15.0;st;service;service
watchmaking;nl;Band vervangen;25.0;st;service;service
watchmaking;en;Strap replacement;25.0;pc;service;service
watchmaking;de;Bandwechsel;25.0;st;service;service
watchmaking;nl;Kast polijsten;45.0;st;service;service
watchmaking;en;Case polishing;45.0;pc;service;service
watchmaking;de;Gehäusepolitur;45.0;st;service;service
watchmaking;nl;Waterdichtheid testen;35.0;st;service;service
watchmaking;en;Water resistance test;35.0;pc;service;service
watchmaking;de;Wasserdichtigkeitstest;35.0;st;service;service
watchmaking;nl;Glas vervangen;65.0;st;service;service
watchmaking;en;Glass replacement;65.0;pc;service;service
watchmaking;de;Glaswechsel;65.0;st;service;service
watchmaking;nl;Vintage restauratie;280.0;st;pakket;service
watchmaking;en;Vintage restoration;280.0;pc;package;service
watchmaking;de;Vintage-Restaurierung;280.0;st;paket;service
watchmaking;nl;Horloge expertise;95.0;st;expertise;service
watchmaking;en;Watch appraisal;95.0;pc;expertise;service
watchmaking;de;Uhrenexpertise;95.0;st;expertise;service
watchmaking;nl;Garantie verlenging;45.0;st;service;service
watchmaking;en;Warranty extension;45.0;pc;service;service
watchmaking;de;Garantieverlängerung;45.0;st;service;service
watchmaking;nl;Ultrasoon reinigen;25.0;st;service;service
watchmaking;en;Ultrasonic cleaning;25.0;pc;service;service
watchmaking;de;Ultraschallreinigung;25.0;st;service;service
optics;nl;Bril (montuur);120.0;st;monture;produit
optics;en;Eyeglasses (frame);120.0;pc;monture;produit
optics;de;Brille (Gestell);120.0;st;monture;produit
optics;nl;Bril (luxe montuur);280.0;st;monture;produit
optics;en;Eyeglasses (luxury frame);280.0;pc;monture;produit
optics;de;Brille (Luxusgestell);280.0;st;monture;produit
optics;nl;Zonnebril;85.0;st;lunettes;produit
optics;en;Sunglasses;85.0;pc;lunettes;produit
optics;de;Sonnenbrille;85.0;st;lunettes;produit
optics;nl;Luxe zonnebril;220.0;st;lunettes;produit
optics;en;Luxury sunglasses;220.0;pc;lunettes;produit
optics;de;Luxus-Sonnenbrille;220.0;st;lunettes;produit
optics;nl;Unifocale glazen;89.0;st;paire;produit
optics;en;Single vision lenses;89.0;pc;paire;produit
optics;de;Einstärkengläser;89.0;st;paire;produit
optics;nl;Multifocale glazen;189.0;st;paire;produit
optics;en;Progressive lenses;189.0;pc;paire;produit
optics;de;Gleitsichtgläser;189.0;st;paire;produit
optics;nl;Blauwlicht filter glazen;120.0;st;paire;produit
optics;en;Blue light filter lenses;120.0;pc;paire;produit
optics;de;Blaulichtfiltergläser;120.0;st;paire;produit
optics;nl;Fotochrome glazen;145.0;st;paire;produit
optics;en;Photochromic lenses;145.0;pc;paire;produit
optics;de;Photochrome Gläser;145.0;st;paire;produit
optics;nl;Gepolariseerde glazen;95.0;st;paire;produit
optics;en;Polarized lenses;95.0;pc;paire;produit
optics;de;Polarisierte Gläser;95.0;st;paire;produit
optics;nl;Maandlenzen (doos);25.0;st;doos;produit
optics;en;Monthly lenses (box);25.0;pc;box;produit
optics;de;Monatslinsen (Box);25.0;st;schachtel;produit
optics;nl;Daglenzen (30);28.0;st;doos;produit
optics;en;Daily lenses (30);28.0;pc;box;produit
optics;de;Tageslinsen (30);28.0;st;schachtel;produit
optics;nl;Toric lenzen;35.0;st;doos;produit
optics;en;Toric lenses;35.0;pc;box;produit
optics;de;Torische Linsen;35.0;st;schachtel;produit
optics;nl;Multifocale lenzen;45.0;st;doos;produit
optics;en;Multifocal lenses;45.0;pc;box;produit
optics;de;Multifokale Linsen;45.0;st;schachtel;produit
optics;nl;Multifunctionele vloeistof;12.0;st;flesje;produit
optics;en;Multipurpose solution;12.0;pc;bottle;produit
optics;de;Multifunktionslösung;12.0;st;fläschchen;produit
optics;nl;Peroxide vloeistof;15.0;st;flesje;produit
optics;en;Peroxide solution;15.0;pc;bottle;produit
optics;de;Peroxidlösung;15.0;st;fläschchen;produit
optics;nl;Brillenkoker;12.0;st;étui;produit
optics;en;Glasses case;12.0;pc;étui;produit
optics;de;Brillenetui;12.0;st;étui;produit
optics;nl;Microvezel doekje;3.5;st;stuk;produit
optics;en;Microfiber cloth;3.5;pc;piece;produit
optics;de;Mikrofasertuch;3.5;st;stück;produit
optics;nl;Reinigingsspray;8.0;st;flesje;produit
optics;en;Cleaning spray;8.0;pc;bottle;produit
optics;de;Reinigungsspray;8.0;st;fläschchen;produit
optics;nl;Brillenkoord;6.0;st;stuk;produit
optics;en;Glasses cord;6.0;pc;piece;produit
optics;de;Brillenband;6.0;st;stück;produit
optics;nl;Verlichte loep;25.0;st;loupe;produit
optics;en;Lighted magnifier;25.0;pc;loupe;produit
optics;de;Beleuchtete Lupe;25.0;st;loupe;produit
optics;nl;Verrekijker;85.0;st;stuk;produit
optics;en;Binoculars;85.0;pc;piece;produit
optics;de;Fernglas;85.0;st;stück;produit
optics;nl;Amateur telescoop;199.0;st;télescope;produit
optics;en;Amateur telescope;199.0;pc;télescope;produit
optics;de;Amateurteleskop;199.0;st;télescope;produit
optics;nl;Microscoop;149.0;st;microscope;produit
optics;en;Microscope;149.0;pc;microscope;produit
optics;de;Mikroskop;149.0;st;microscope;produit
optics;nl;Juweliersloep;35.0;st;loupe;produit
optics;en;Jeweler's loupe;35.0;pc;loupe;produit
optics;de;Juwelierlupe;35.0;st;loupe;produit
optics;nl;Oogonderzoek;35.0;st;onderzoek;service
optics;en;Eye exam;35.0;pc;examination;service
optics;de;Sehtest;35.0;st;untersuchung;service
optics;nl;Lenzen aanpassing;45.0;st;service;service
optics;en;Lens fitting;45.0;pc;service;service
optics;de;Linsenanpassung;45.0;st;service;service
optics;nl;Bril reparatie;25.0;st;pakket;service
optics;en;Glasses repair;25.0;pc;package;service
optics;de;Brillenreparatur;25.0;st;paket;service
optics;nl;Montuur aanpassen;15.0;st;service;service
optics;en;Frame adjustment;15.0;pc;service;service
optics;de;Gestellanpassung;15.0;st;service;service
optics;nl;Jaarlijks oogonderzoek;25.0;st;onderzoek;service
optics;en;Annual eye check;25.0;pc;examination;service
optics;de;Jährliche Sehkontrolle;25.0;st;untersuchung;service
optics;nl;Slechtziendheid advies;55.0;st;consultation;service
optics;en;Low vision advice;55.0;pc;consultation;service
optics;de;Sehbehinderung Beratung;55.0;st;consultation;service
telecom;nl;Instap smartphone;199.0;st;smartphone;produit
telecom;en;Entry-level smartphone;199.0;pc;smartphone;produit
telecom;de;Einsteiger-Smartphone;199.0;st;smartphone;produit
telecom;nl;Middenklasse smartphone;449.0;st;smartphone;produit
telecom;en;Mid-range smartphone;449.0;pc;smartphone;produit
telecom;de;Mittelklasse-Smartphone;449.0;st;smartphone;produit
telecom;nl;High-end smartphone;899.0;st;smartphone;produit
telecom;en;High-end smartphone;899.0;pc;smartphone;produit
telecom;de;High-End-Smartphone;899.0;st;smartphone;produit
telecom;nl;10 inch tablet;329.0;st;tablette;produit
telecom;en;10 inch tablet;329.0;pc;tablette;produit
telecom;de;10-Zoll-Tablet;329.0;st;tablette;produit
telecom;nl;Pro tablet;649.0;st;tablette;produit
telecom;en;Pro tablet;649.0;pc;tablette;produit
telecom;de;Pro-Tablet;649.0;st;tablette;produit
telecom;nl;WiFi 6 router;149.0;st;routeur;produit
telecom;en;WiFi 6 router;149.0;pc;routeur;produit
telecom;de;WiFi 6 Router;149.0;st;routeur;produit
telecom;nl;WiFi versterker;55.0;st;répéteur;produit
telecom;en;WiFi repeater;55.0;pc;répéteur;produit
telecom;de;WLAN-Repeater;55.0;st;répéteur;produit
telecom;nl;8-poorts netwerk switch;45.0;st;switch;produit
telecom;en;8-port network switch;45.0;pc;switch;produit
telecom;de;8-Port Netzwerk-Switch;45.0;st;switch;produit
telecom;nl;Ethernet kabel 10m;12.0;st;kabel;produit
telecom;en;Ethernet cable 10m;12.0;pc;cable;produit
telecom;de;Ethernet-Kabel 10m;12.0;st;kabel;produit
telecom;nl;Ethernet kabel 25m;22.0;st;kabel;produit
telecom;en;Ethernet cable 25m;22.0;pc;cable;produit
telecom;de;Ethernet-Kabel 25m;22.0;st;kabel;produit
telecom;nl;Telefoonhoesje;15.0;st;accessoire;produit
telecom;en;Phone case;15.0;pc;accessoire;produit
telecom;de;Handyhülle;15.0;st;accessoire;produit
telecom;nl;Gehard glas;12.0;st;protection;produit
telecom;en;Tempered glass;12.0;pc;protection;produit
telecom;de;Panzerglas;12.0;st;protection;produit
telecom;nl;Snellader;25.0;st;chargeur;produit
telecom;en;Fast charger;25.0;pc;chargeur;produit
telecom;de;Schnellladegerät;25.0;st;chargeur;produit
telecom;nl;Powerbank 10000mAh;29.0;st;batterie;produit
telecom;en;Powerbank 10000mAh;29.0;pc;batterie;produit
telecom;de;Powerbank 10000mAh;29.0;st;batterie;produit
telecom;nl;Powerbank 20000mAh;45.0;st;batterie;produit
telecom;en;Powerbank 20000mAh;45.0;pc;batterie;produit
telecom;de;Powerbank 20000mAh;45.0;st;batterie;produit
telecom;nl;Auto houder;18.0;st;support;produit
telecom;en;Car mount;18.0;pc;support;produit
telecom;de;Autohalterung;18.0;st;support;produit
telecom;nl;Bedrade oortjes;25.0;st;écouteurs;produit
telecom;en;Wired earphones;25.0;pc;écouteurs;produit
telecom;de;Kabelgebundene Kopfhörer;25.0;st;écouteurs;produit
telecom;nl;Draadloze oortjes;89.0;st;écouteurs;produit
telecom;en;Wireless earphones;89.0;pc;écouteurs;produit
telecom;de;Kabellose Kopfhörer;89.0;st;écouteurs;produit
telecom;nl;Waterdicht hoesje;35.0;st;accessoire;produit
telecom;en;Waterproof case;35.0;pc;accessoire;produit
telecom;de;Wasserdichte Hülle;35.0;st;accessoire;produit
telecom;nl;Prepaid SIM kaart;10.0;st;kaart;produit
telecom;en;Prepaid SIM card;10.0;pc;card;produit
telecom;de;Prepaid-SIM-Karte;10.0;st;karte;produit
telecom;nl;Mobiel abonnement 5GB;15.0;maand;maand;service
telecom;en;Mobile plan 5GB;15.0;month;month;service
telecom;de;Handytarif 5GB;15.0;monat;monat;service
telecom;nl;Mobiel abonnement 20GB;25.0;maand;maand;service
telecom;en;Mobile plan 20GB;25.0;month;month;service
telecom;de;Handytarif 20GB;25.0;monat;monat;service
telecom;nl;Onbeperkt mobiel abonnement;35.0;maand;maand;service
telecom;en;Unlimited mobile plan;35.0;month;month;service
telecom;de;Unbegrenzter Handytarif;35.0;monat;monat;service
telecom;nl;Internet modem;45.0;maand;maand;service
telecom;en;Internet box;45.0;month;month;service
telecom;de;Internet-Box;45.0;monat;monat;service
telecom;nl;Internet + TV modem;55.0;maand;maand;service
telecom;en;Internet + TV box;55.0;month;month;service
telecom;de;Internet + TV Box;55.0;monat;monat;service
telecom;nl;Onbeperkt vaste lijn;25.0;maand;maand;service
telecom;en;Unlimited landline;25.0;month;month;service
telecom;de;Unbegrenzte Festnetzleitung;25.0;monat;monat;service
telecom;nl;Telefoon deblokkeren;35.0;st;service;service
telecom;en;Phone unlocking;35.0;pc;service;service
telecom;de;Handy-Entsperrung;35.0;st;service;service
telecom;nl;Scherm reparatie;120.0;st;service;service
telecom;en;Screen repair;120.0;pc;service;service
telecom;de;Display-Reparatur;120.0;st;service;service
telecom;nl;Data herstel;85.0;st;service;service
telecom;en;Data recovery;85.0;pc;service;service
telecom;de;Datenwiederherstellung;85.0;st;service;service
telecom;nl;Toestel configuratie;35.0;st;service;service
telecom;en;Device setup;35.0;pc;service;service
telecom;de;Gerätekonfiguration;35.0;st;service;service
real_estate;nl;Huurhonoraria;350.0;st;pakket;service
real_estate;en;Rental fees;350.0;pc;package;service
real_estate;de;Vermittlungsgebühr;350.0;st;paket;service
real_estate;nl;Verkoophonoraria (calculatie %);4500.0;st;pakket;service
real_estate;en;Sales fees (calculated %);4500.0;pc;package;service
real_estate;de;Verkaufsprovision (berechnet %);4500.0;st;paket;service
real_estate;nl;Vastgoedtaxatie;150.0;st;expertise;service
real_estate;en;Property appraisal;150.0;pc;expertise;service
real_estate;de;Immobilienbewertung;150.0;st;expertise;service
real_estate;nl;Energetische diagnose;180.0;st;diagnostic;service
real_estate;en;Energy diagnosis;180.0;pc;diagnostic;service
real_estate;de;Energieausweis;180.0;st;diagnostic;service
real_estate;nl;Elektrische diagnose;120.0;st;diagnostic;service
real_estate;en;Electrical diagnosis;120.0;pc;diagnostic;service
real_estate;de;Elektrodiagnose;120.0;st;diagnostic;service
real_estate;nl;Gas diagnose;95.0;st;diagnostic;service
real_estate;en;Gas diagnosis;95.0;pc;diagnostic;service
real_estate;de;Gasdiagnose;95.0;st;diagnostic;service
real_estate;nl;Riolering diagnose;85.0;st;diagnostic;service
real_estate;en;Sanitation diagnosis;85.0;pc;diagnostic;service
real_estate;de;Abwassersdiagnose;85.0;st;diagnostic;service
real_estate;nl;Termieten onderzoek;75.0;st;diagnostic;service
real_estate;en;Termite inspection;75.0;pc;diagnostic;service
real_estate;de;Termitenuntersuchung;75.0;st;diagnostic;service
real_estate;nl;Lood onderzoek;90.0;st;diagnostic;service
real_estate;en;Lead inspection;90.0;pc;diagnostic;service
real_estate;de;Bleiuntersuchung;90.0;st;diagnostic;service
real_estate;nl;Asbest onderzoek;110.0;st;diagnostic;service
real_estate;en;Asbestos inspection;110.0;pc;diagnostic;service
real_estate;de;Asbestuntersuchung;110.0;st;diagnostic;service
real_estate;nl;Inkomende plaatsbeschrijving;120.0;st;état;service
real_estate;en;Incoming inventory;120.0;pc;état;service
real_estate;de;Einzugsprotokoll;120.0;st;état;service
real_estate;nl;Uitgaande plaatsbeschrijving;120.0;st;état;service
real_estate;en;Outgoing inventory;120.0;pc;état;service
real_estate;de;Auszugsprotokoll;120.0;st;état;service
real_estate;nl;Huurcontract opstellen;85.0;st;document;service
real_estate;en;Lease drafting;85.0;pc;document;service
real_estate;de;Mietvertrag erstellen;85.0;st;dokument;service
real_estate;nl;Maandelijks verhuurbeheer;45.0;maand;maand;service
real_estate;en;Monthly rental management;45.0;month;month;service
real_estate;de;Monatliche Vermietungsverwaltung;45.0;monat;monat;service
real_estate;nl;Vastgoedjager;2500.0;st;pakket;service
real_estate;en;Property hunter;2500.0;pc;package;service
real_estate;de;Immobilienjäger;2500.0;st;paket;service
real_estate;nl;Investeringsadvies;180.0;u;uur;service
real_estate;en;Investment advice;180.0;h;hour;service
real_estate;de;Anlageberatung;180.0;h;stunde;service
real_estate;nl;Leningsonderhandeling;450.0;st;pakket;service
real_estate;en;Loan negotiation;450.0;pc;package;service
real_estate;de;Kreditverhandlung;450.0;st;paket;service
real_estate;nl;Leningbescherming bemiddeling;250.0;st;pakket;service
real_estate;en;Borrower insurance brokerage;250.0;pc;package;service
real_estate;de;Kreditversicherungsvermittlung;250.0;st;paket;service
real_estate;nl;Mede-eigendom beheer;25.0;maand;maand;service
real_estate;en;Co-ownership management;25.0;month;month;service
real_estate;de;WEG-Verwaltung;25.0;monat;monat;service
real_estate;nl;Algemene vergadering;350.0;st;vergadering;service
real_estate;en;General assembly;350.0;pc;meeting;service
real_estate;de;Generalversammlung;350.0;st;sitzung;service
real_estate;nl;Eenvoudige syndicus;15.0;maand;maand;service
real_estate;en;Simple syndic;15.0;month;month;service
real_estate;de;Einfacher Verwalter;15.0;monat;monat;service
real_estate;nl;Conciërge;150.0;maand;maand;service
real_estate;en;Concierge;150.0;month;month;service
real_estate;de;Concierge;150.0;monat;monat;service
real_estate;nl;Home staging;450.0;st;pakket;service
real_estate;en;Home staging;450.0;pc;package;service
real_estate;de;Home Staging;450.0;st;paket;service
real_estate;nl;Vastgoedfotografie;180.0;st;service;service
real_estate;en;Real estate photography;180.0;pc;service;service
real_estate;de;Immobilienfotografie;180.0;st;service;service
real_estate;nl;3D virtuele tour;350.0;st;service;service
real_estate;en;3D virtual tour;350.0;pc;service;service
real_estate;de;3D Virtueller Rundgang;350.0;st;service;service
real_estate;nl;Situatieplan;280.0;st;document;service
real_estate;en;Site plan;280.0;pc;document;service
real_estate;de;Lageplan;280.0;st;dokument;service
real_estate;nl;Compromis opstellen;350.0;st;document;service
real_estate;en;Compromise drafting;350.0;pc;document;service
real_estate;de;Kompromiss erstellen;350.0;st;dokument;service
real_estate;nl;Notariële akte (begeleiding);250.0;st;service;service
real_estate;en;Notarial deed (support);250.0;pc;service;service
real_estate;de;Notarielle Urkunde (Begleitung);250.0;st;service;service
real_estate;nl;Studentenhuisvesting dossier;95.0;st;dossier;service
real_estate;en;Student rental file;95.0;pc;file;service
real_estate;de;Studentenmiete Akte;95.0;st;akte;service
marketing;nl;Logo creatie;450.0;st;pakket;service
marketing;en;Logo creation;450.0;pc;package;service
marketing;de;Logo-Erstellung;450.0;st;paket;service
marketing;nl;Huisstijl;850.0;st;pakket;service
marketing;en;Brand identity;850.0;pc;package;service
marketing;de;Corporate Design;850.0;st;paket;service
marketing;nl;Website herontwerp;2500.0;st;pakket;service
marketing;en;Website redesign;2500.0;pc;package;service
marketing;de;Website-Redesign;2500.0;st;paket;service
marketing;nl;Brochure website;1200.0;st;pakket;service
marketing;en;Showcase website;1200.0;pc;package;service
marketing;de;Showcase-Website;1200.0;st;paket;service
marketing;nl;Webshop;4500.0;st;pakket;service
marketing;en;E-commerce site;4500.0;pc;package;service
marketing;de;E-Commerce-Seite;4500.0;st;paket;service
marketing;nl;Google Ads campagne (setup);650.0;st;pakket;service
marketing;en;Google Ads campaign (setup);650.0;pc;package;service
marketing;de;Google Ads Kampagne (Setup);650.0;st;paket;service
marketing;nl;Facebook Ads campagne (setup);550.0;st;pakket;service
marketing;en;Facebook Ads campaign (setup);550.0;pc;package;service
marketing;de;Facebook Ads Kampagne (Setup);550.0;st;paket;service
marketing;nl;Social media beheer (maand);450.0;maand;maand;service
marketing;en;Social media management (month);450.0;month;month;service
marketing;de;Social Media Management (Monat);450.0;monat;monat;service
marketing;nl;Content creatie (post);85.0;st;post;service
marketing;en;Content creation (post);85.0;pc;post;service
marketing;de;Content-Erstellung (Post);85.0;st;post;service
marketing;nl;Product fotoshoot;350.0;u;uur;service
marketing;en;Product photoshoot;350.0;h;hour;service
marketing;de;Produktfotoshooting;350.0;h;stunde;service
marketing;nl;Promotie video;1200.0;st;video;service
